timestamp|site|scenario|bot_id|event_type|attempt_number|global_index|question_uid
2026-03-22 09:51:53|qwen|web_search_no_think|0|RESTART||826|50f40bc3-89bf-413a-be46-817f1bd8011c
2026-03-22 09:53:05|qwen|web_search_no_think|0|QUESTION_SENT||826|50f40bc3-89bf-413a-be46-817f1bd8011c
2026-03-22 09:54:06|qwen|web_search_no_think|0|JSON_VERIFIED||826|50f40bc3-89bf-413a-be46-817f1bd8011c
2026-03-22 09:54:06|qwen|web_search_no_think|0|QUESTION|1|826|50f40bc3-89bf-413a-be46-817f1bd8011c
2026-03-22 09:54:06|qwen|web_search_no_think|0|JSON_SAVED||826|50f40bc3-89bf-413a-be46-817f1bd8011c
2026-03-22 09:54:06|qwen|web_search_no_think|0|QUESTION_ADVANCE||827|df26aac8-302c-4cbd-948e-fb72ba4d3ee5
2026-03-22 09:56:12|qwen|web_search_no_think|0|RESTART||827|df26aac8-302c-4cbd-948e-fb72ba4d3ee5
2026-03-22 10:00:14|qwen|web_search_no_think|0|RESTART||827|df26aac8-302c-4cbd-948e-fb72ba4d3ee5
2026-03-22 10:01:01|qwen|web_search_no_think|0|QUESTION_SENT||827|df26aac8-302c-4cbd-948e-fb72ba4d3ee5
2026-03-22 10:02:46|qwen|web_search_no_think|0|JSON_VERIFIED||827|df26aac8-302c-4cbd-948e-fb72ba4d3ee5
2026-03-22 10:02:46|qwen|web_search_no_think|0|QUESTION|1|827|df26aac8-302c-4cbd-948e-fb72ba4d3ee5
2026-03-22 10:02:46|qwen|web_search_no_think|0|JSON_SAVED||827|df26aac8-302c-4cbd-948e-fb72ba4d3ee5
2026-03-22 10:02:46|qwen|web_search_no_think|0|QUESTION_ADVANCE||828|9df0437b-1559-4248-b373-43427a02de0b
2026-03-22 10:09:33|qwen|web_search_no_think|0|RESTART||828|9df0437b-1559-4248-b373-43427a02de0b
2026-03-22 10:10:12|qwen|web_search_no_think|0|QUESTION_SENT||828|9df0437b-1559-4248-b373-43427a02de0b
2026-03-22 10:11:33|qwen|web_search_no_think|0|JSON_VERIFIED||828|9df0437b-1559-4248-b373-43427a02de0b
2026-03-22 10:11:33|qwen|web_search_no_think|0|QUESTION|1|828|9df0437b-1559-4248-b373-43427a02de0b
2026-03-22 10:11:33|qwen|web_search_no_think|0|JSON_SAVED||828|9df0437b-1559-4248-b373-43427a02de0b
2026-03-22 10:11:33|qwen|web_search_no_think|0|QUESTION_ADVANCE||829|3fd4e119-3fe8-456c-92ad-61772732d0f8
2026-03-22 10:11:51|qwen|web_search_no_think|0|QUESTION_SENT||829|3fd4e119-3fe8-456c-92ad-61772732d0f8
2026-03-22 10:12:54|qwen|web_search_no_think|0|JSON_VERIFIED||829|3fd4e119-3fe8-456c-92ad-61772732d0f8
2026-03-22 10:12:54|qwen|web_search_no_think|0|QUESTION|2|829|3fd4e119-3fe8-456c-92ad-61772732d0f8
2026-03-22 10:12:54|qwen|web_search_no_think|0|JSON_SAVED||829|3fd4e119-3fe8-456c-92ad-61772732d0f8
2026-03-22 10:12:54|qwen|web_search_no_think|0|QUESTION_ADVANCE||830|6af7537a-4800-4670-9a94-fe7595b94ad2
2026-03-22 10:12:59|qwen|web_search_no_think|0|STOP||830|6af7537a-4800-4670-9a94-fe7595b94ad2
2026-03-22 10:15:19|qwen|web_search_no_think|0|RESTART||830|6af7537a-4800-4670-9a94-fe7595b94ad2
2026-03-22 10:15:28|qwen|web_search_no_think|1|RESTART||900|a00837f8-e419-4a6c-a1e3-29e82fdcdf87
2026-03-22 10:15:37|qwen|web_search_no_think|2|RESTART||950|10b1dd38-162b-4dac-b117-0c68a6256d3d
2026-03-22 10:15:46|qwen|web_search_no_think|3|RESTART||1000|8be85713-91da-41af-9533-bf966e9ef59a
2026-03-22 10:21:03|qwen|web_search_no_think|0|RESTART||830|6af7537a-4800-4670-9a94-fe7595b94ad2
2026-03-22 10:21:12|qwen|web_search_no_think|1|RESTART||900|a00837f8-e419-4a6c-a1e3-29e82fdcdf87
2026-03-22 10:21:22|qwen|web_search_no_think|2|RESTART||950|10b1dd38-162b-4dac-b117-0c68a6256d3d
2026-03-22 10:21:31|qwen|web_search_no_think|3|RESTART||1000|8be85713-91da-41af-9533-bf966e9ef59a
2026-03-22 10:21:40|qwen|web_search_no_think|4|RESTART||1050|1592da12-019e-408a-a1eb-a74eea6d1a75
2026-03-22 10:21:49|qwen|web_search_no_think|5|RESTART||1100|12e97dd9-635c-406d-84c8-28b056d68b56
2026-03-22 10:22:30|qwen|web_search_no_think|0|QUESTION_SENT||830|6af7537a-4800-4670-9a94-fe7595b94ad2
2026-03-22 10:22:36|qwen|web_search_no_think|1|QUESTION_SENT||900|a00837f8-e419-4a6c-a1e3-29e82fdcdf87
2026-03-22 10:22:41|qwen|web_search_no_think|2|QUESTION_SENT||950|10b1dd38-162b-4dac-b117-0c68a6256d3d
2026-03-22 10:22:46|qwen|web_search_no_think|3|QUESTION_SENT||1000|8be85713-91da-41af-9533-bf966e9ef59a
