example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|специальный|129-ФЗ|ФЗ|22.1|08.08.2001|5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|общий||ГК|23||4|5|gemini;gpt;perplexity_claude_sonnet;qwen
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|специальный|129-ФЗ|ФЗ|23|08.08.2001|3|5|gpt;perplexity_claude_sonnet;perplexity_grok
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|специальный||НК|333.33||3|5|gemini;perplexity_claude_sonnet;qwen
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|специальный||НК|333.35||3|5|gemini;perplexity_claude_sonnet;qwen
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|специальный|129-ФЗ|ФЗ|8|08.08.2001|3|5|gemini;perplexity_grok;qwen
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|специальный||ГК|26||1|5|perplexity_claude_sonnet
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|специальный||ГК|27||1|5|perplexity_claude_sonnet
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|общий||КОАП|14.1||1|5|perplexity_claude_sonnet
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|специальный|ЕД-7-14/617@|Приказ Федеральной налоговой службы «Об утверждении форм и требований к оформлению документов, представляемых в регистрирующий орган при государственной регистрации юридических лиц, индивидуальных предпринимателей и крестьянских (фермерских) хозяйств»||31.08.2020|1|5|perplexity_claude_sonnet
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|специальный|129-ФЗ|ФЗ|11|08.08.2001|1|5|qwen
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|специальный|ЕД-7-14/617@|Приказ Федеральной налоговой службы||31.08.2020|1|5|qwen
245|5ff08783-b211-4e62-bba1-4c1c4f866d2b|специальный|129-ФЗ|ФЗ|22|08.08.2001|1|5|perplexity_grok
