example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
459|ccc6068f-d516-4dd5-b8fa-679ec3ce188b|специальный||Соглашение между Российской Федерацией и Республикой Беларусь о взаимном признании и исполнении решений по делам об административных правонарушениях в области дорожного движения|||19.06.2020|1|2|qwen
459|ccc6068f-d516-4dd5-b8fa-679ec3ce188b|специальный|511-ФЗ|ФЗ|||02.11.2023|1|2|qwen
459|ccc6068f-d516-4dd5-b8fa-679ec3ce188b|общий||КОАП|38|||1|2|qwen
459|ccc6068f-d516-4dd5-b8fa-679ec3ce188b|общий||КОАП|321|||1|2|qwen
459|ccc6068f-d516-4dd5-b8fa-679ec3ce188b|специальный|1191|ПП||6|14.11.2014|1|2|qwen
459|ccc6068f-d516-4dd5-b8fa-679ec3ce188b|специальный|194-З|Кодекс Республики Беларусь об административных правонарушениях|||21.04.2003|1|2|qwen
459|ccc6068f-d516-4dd5-b8fa-679ec3ce188b|специальный||Соглашение между Российской Федерацией и Республикой Беларусь о взаимном признании и исполнении решений по делам об административных правонарушениях в области дорожного движения (ратифицировано Федеральным законом от 14.04.2023 № 119-ФЗ)|2||08.09.2022|1|2|gemini
459|ccc6068f-d516-4dd5-b8fa-679ec3ce188b|специальный||Соглашение между Российской Федерацией и Республикой Беларусь о взаимном признании и исполнении решений по делам об административных правонарушениях в области дорожного движения (ратифицировано Федеральным законом от 14.04.2023 № 119-ФЗ)|4||08.09.2022|1|2|gemini
459|ccc6068f-d516-4dd5-b8fa-679ec3ce188b|специальный|92-З|Процессуально-исполнительный кодекс Республики Беларусь об административных правонарушениях (ПИКоАП РБ)|89||06.01.2021|1|2|gemini
459|ccc6068f-d516-4dd5-b8fa-679ec3ce188b|общий||КОАП|322|||1|2|gemini
