example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
449|56c8fb70-0f50-400b-b63f-4d71ac59f023|общий|54-ФЗ|ФЗ|12||22.05.2003|1|2|qwen
449|56c8fb70-0f50-400b-b63f-4d71ac59f023|специальный|54-ФЗ|ФЗ|2||22.05.2003|1|2|qwen
449|56c8fb70-0f50-400b-b63f-4d71ac59f023|специальный|54-ФЗ|ФЗ|2|1|22.05.2003|1|2|qwen
449|56c8fb70-0f50-400b-b63f-4d71ac59f023|специальный||НК|34643|||1|2|qwen
449|56c8fb70-0f50-400b-b63f-4d71ac59f023|общий||КОАП|145|||1|2|qwen
449|56c8fb70-0f50-400b-b63f-4d71ac59f023|общий|54-ФЗ|ФЗ|12|1|22.05.2003|1|2|gemini
449|56c8fb70-0f50-400b-b63f-4d71ac59f023|специальный|54-ФЗ|ФЗ|2|2|22.05.2003|1|2|gemini
449|56c8fb70-0f50-400b-b63f-4d71ac59f023|специальный|54-ФЗ|ФЗ|2|21|22.05.2003|1|2|gemini
449|56c8fb70-0f50-400b-b63f-4d71ac59f023|специальный|422-ФЗ|ФЗ|14|1|27.11.2018|1|2|gemini
449|56c8fb70-0f50-400b-b63f-4d71ac59f023|специальный|54-ФЗ|ФЗ|43|56|22.05.2003|1|2|gemini
