example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|общий||СК|38||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|общий||СК|21||3|5|gemini;perplexity_claude_sonnet;perplexity_grok
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|общий||СК|34||3|5|gemini;gpt;perplexity_claude_sonnet
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|общий||СК|39||3|5|gemini;gpt;perplexity_claude_sonnet
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|специальный||ГПК|29||3|5|gpt;perplexity_claude_sonnet;qwen
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|общий||ГПК|28||2|5|perplexity_claude_sonnet;qwen
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|общий||ГПК|23||2|5|perplexity_claude_sonnet;qwen
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|общий||СК|23||1|5|perplexity_claude_sonnet
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|специальный||СК|36||1|5|gemini
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|общий||СК|22||1|5|gemini
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|специальный||СК|24||1|5|perplexity_grok
18|98cc9b0f-fd40-4078-bd2e-4584804e842b|общий||ГПК|131||1|5|perplexity_grok
