example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|общий||ЖК|154||3|3|gemini;gpt;qwen
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|общий|89-ФЗ|ФЗ|1|24.06.1998|2|3|gpt;qwen
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|специальный|1156|ПП|2|12.11.2016|2|3|gemini;gpt
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|общий||ЖК|161||1|3|qwen
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|общий||ЖК|162||1|3|qwen
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|специальный|354|ПП|14822|06.05.2011|1|3|qwen
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|специальный|354|ПП|14834|06.05.2011|1|3|qwen
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|общий||ГК|309||1|3|qwen
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|общий||ГК|310||1|3|qwen
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|специальный|2300-1|Закон Российской Федерации|16|07.02.1992|1|3|qwen
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|специальный||ЖК|44||1|3|gemini
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|общий|2300-1|Закон РФ|16|07.02.1992|1|3|gemini
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|общий||ЖК|156||1|3|gpt
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|общий||ЖК|36||1|3|gpt
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|специальный|491|ПП|11|13.08.2006|1|3|gpt
446|d009dc65-8205-4edc-b463-3ca23c6cd19e|специальный|89-ФЗ|ФЗ|24.7|24.06.1998|1|3|gpt
