example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
577|28af62f2-053c-4c69-bb06-16e65bb92337|общий||ГК|572||3|3|gemini;gpt;qwen
577|28af62f2-053c-4c69-bb06-16e65bb92337|специальный||НК|217||3|3|gemini;gpt;qwen
577|28af62f2-053c-4c69-bb06-16e65bb92337|специальный||ГК|574||2|3|gpt;qwen
577|28af62f2-053c-4c69-bb06-16e65bb92337|специальный||СК|14||2|3|gpt;qwen
577|28af62f2-053c-4c69-bb06-16e65bb92337|специальный|218-ФЗ|ФЗ|14|13.07.2015|2|3|gpt;qwen
577|28af62f2-053c-4c69-bb06-16e65bb92337|специальный||НК|333.33||2|3|gemini;qwen
577|28af62f2-053c-4c69-bb06-16e65bb92337|общий||ГК|549||1|3|qwen
577|28af62f2-053c-4c69-bb06-16e65bb92337|специальный||ГК|550||1|3|qwen
577|28af62f2-053c-4c69-bb06-16e65bb92337|специальный||ГК|551||1|3|qwen
577|28af62f2-053c-4c69-bb06-16e65bb92337|специальный||НК|217.1||1|3|qwen
577|28af62f2-053c-4c69-bb06-16e65bb92337|общий||ЗК|35||1|3|gemini
577|28af62f2-053c-4c69-bb06-16e65bb92337|общий||ГК|131||1|3|gemini
577|28af62f2-053c-4c69-bb06-16e65bb92337|специальный|218-ФЗ|ФЗ|18|13.07.2015|1|3|gpt
