example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|специальный||ГПК|23|1||2|3|gemini;qwen
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|общий||СК|80|||1|3|qwen
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|общий||СК|81|||1|3|qwen
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|специальный||СК|106|||1|3|qwen
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|специальный||СК|107|||1|3|qwen
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|специальный||ГПК|122|1||1|3|qwen
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|специальный||ГПК|123|||1|3|qwen
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|специальный||ГПК|124|||1|3|qwen
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|специальный||ГПК|126|||1|3|qwen
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|специальный|229-ФЗ|ФЗ|5||02.10.2007|1|3|qwen
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|общий||СК|80|1||1|3|gemini
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|общий||СК|81|1||1|3|gemini
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|общий||ГПК|122|||1|3|gemini
289|0e3915bd-4c6f-403a-8f48-c814dbc105f8|специальный||СК|107|2||1|3|gemini
