example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
28|a2620e19-5f18-4109-b093-f603d6c2ba24|специальный||НК|217|171||3|5|gpt;perplexity_grok;qwen
28|a2620e19-5f18-4109-b093-f603d6c2ba24|общий||НК|228|1||2|5|perplexity_claude_sonnet;qwen
28|a2620e19-5f18-4109-b093-f603d6c2ba24|общий||НК|228|||2|5|gpt;perplexity_grok
28|a2620e19-5f18-4109-b093-f603d6c2ba24|специальный||НК|2171|3||2|5|gemini;perplexity_claude_sonnet
28|a2620e19-5f18-4109-b093-f603d6c2ba24|общий||НК|220|2||2|5|gemini;perplexity_claude_sonnet
28|a2620e19-5f18-4109-b093-f603d6c2ba24|общий||НК|229|1||2|5|gemini;perplexity_claude_sonnet
28|a2620e19-5f18-4109-b093-f603d6c2ba24|специальный||НК|21410|2||2|5|gemini;perplexity_claude_sonnet
28|a2620e19-5f18-4109-b093-f603d6c2ba24|специальный||НК|220|1||1|5|qwen
28|a2620e19-5f18-4109-b093-f603d6c2ba24|общий||НК|80|1||1|5|qwen
28|a2620e19-5f18-4109-b093-f603d6c2ba24|специальный||НК|2171|||1|5|gpt
28|a2620e19-5f18-4109-b093-f603d6c2ba24|общий||НК|229|||1|5|gpt
28|a2620e19-5f18-4109-b093-f603d6c2ba24|общий||НК|220|||1|5|perplexity_grok
28|a2620e19-5f18-4109-b093-f603d6c2ba24|общий||НК|2171|2||1|5|perplexity_claude_sonnet
28|a2620e19-5f18-4109-b093-f603d6c2ba24|общий||НК|228|4||1|5|perplexity_claude_sonnet
28|a2620e19-5f18-4109-b093-f603d6c2ba24|общий||НК|224|1||1|5|perplexity_claude_sonnet
