example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный|422-ФЗ|ФЗ|4||27.11.2018|3|4|gpt;perplexity_claude_sonnet;qwen
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|606|||3|4|gpt;perplexity_claude_sonnet;qwen
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|26|1||3|4|gemini;gpt;perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|26|||2|4|gpt;qwen
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный||СК|34|||2|4|gpt;qwen
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный||СК|35|||2|4|gpt;qwen
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный|422-ФЗ|ФЗ|6|3|27.11.2018|2|4|gpt;perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный||СК|34|1||2|4|gemini;perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный||СК|35|2||2|4|gemini;perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|185|||1|4|qwen
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|1851|||1|4|qwen
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный|422-ФЗ|ФЗ|2||27.11.2018|1|4|qwen
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|253|||1|4|qwen
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|209|||1|4|gpt
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|689|||1|4|gpt
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|608|||1|4|gemini
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный|422-ФЗ|ФЗ|2|1|27.11.2018|1|4|gemini
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|26|2||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|175|1||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|185|1||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|1851|1||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|609|||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный||ГК|671|1||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный||ГК|683|2||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|689|1||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|698|||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|общий||ГК|37|2||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный||СК|35|1||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный||СК|35|3||1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный|422-ФЗ|ФЗ|6||27.11.2018|1|4|perplexity_claude_sonnet
189|3b6cfd69-a6dd-4106-9996-c96d10d4d8ea|специальный|422-ФЗ|ФЗ|10||27.11.2018|1|4|perplexity_claude_sonnet
