example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
223|acfb8b3e-1669-4dea-af11-0392f5eae71a|специальный||НК|2191|3||2|3|perplexity_claude_sonnet;qwen
223|acfb8b3e-1669-4dea-af11-0392f5eae71a|общий||НК|219|1||2|3|gemini;perplexity_claude_sonnet
223|acfb8b3e-1669-4dea-af11-0392f5eae71a|общий||НК|219|2||2|3|gemini;perplexity_claude_sonnet
223|acfb8b3e-1669-4dea-af11-0392f5eae71a|общий||НК|78|7||2|3|gemini;perplexity_claude_sonnet
223|acfb8b3e-1669-4dea-af11-0392f5eae71a|специальный||НК|2191|1||2|3|gemini;perplexity_claude_sonnet
223|acfb8b3e-1669-4dea-af11-0392f5eae71a|специальный||НК|219|4||1|3|qwen
223|acfb8b3e-1669-4dea-af11-0392f5eae71a|общий||НК|78|||1|3|qwen
223|acfb8b3e-1669-4dea-af11-0392f5eae71a|общий||НК|210|||1|3|qwen
223|acfb8b3e-1669-4dea-af11-0392f5eae71a|общий||НК|78|6||1|3|perplexity_claude_sonnet
223|acfb8b3e-1669-4dea-af11-0392f5eae71a|общий||НК|88|2||1|3|perplexity_claude_sonnet
223|acfb8b3e-1669-4dea-af11-0392f5eae71a|общий||НК|229|2||1|3|perplexity_claude_sonnet
