example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
658|34d75849-a4c5-463f-91f6-1ae75bc5b2fc|общий||УК|159||3|3|gemini;gpt;qwen
658|34d75849-a4c5-463f-91f6-1ae75bc5b2fc|общий||УПК|141||3|3|gemini;gpt;qwen
658|34d75849-a4c5-463f-91f6-1ae75bc5b2fc|общий||ГПК|131||3|3|gemini;gpt;qwen
658|34d75849-a4c5-463f-91f6-1ae75bc5b2fc|общий||УПК|144||2|3|gpt;qwen
658|34d75849-a4c5-463f-91f6-1ae75bc5b2fc|общий||ГК|309||2|3|gpt;qwen
658|34d75849-a4c5-463f-91f6-1ae75bc5b2fc|общий||ГК|393||1|3|qwen
658|34d75849-a4c5-463f-91f6-1ae75bc5b2fc|общий||ГПК|28||1|3|qwen
658|34d75849-a4c5-463f-91f6-1ae75bc5b2fc|общий||ГК|487||1|3|gemini
658|34d75849-a4c5-463f-91f6-1ae75bc5b2fc|специальный|2300-1|Закон РФ|23.1|07.02.1992|1|3|gemini
658|34d75849-a4c5-463f-91f6-1ae75bc5b2fc|общий||УПК|145||1|3|gpt
