example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
523|2990fb9c-cbe5-48e9-b250-5260d93b06d4|общий||ГК|87|||1|2|qwen
523|2990fb9c-cbe5-48e9-b250-5260d93b06d4|общий||ГК|93|||1|2|qwen
523|2990fb9c-cbe5-48e9-b250-5260d93b06d4|специальный|14-ФЗ|ФЗ|24||08.02.1998|1|2|qwen
523|2990fb9c-cbe5-48e9-b250-5260d93b06d4|специальный|14-ФЗ|ФЗ|38||08.02.1998|1|2|qwen
523|2990fb9c-cbe5-48e9-b250-5260d93b06d4|специальный|14-ФЗ|ФЗ|382||08.02.1998|1|2|qwen
523|2990fb9c-cbe5-48e9-b250-5260d93b06d4|специальный|14-ФЗ|ФЗ|21||08.02.1998|1|2|qwen
523|2990fb9c-cbe5-48e9-b250-5260d93b06d4|специальный|14-ФЗ|ФЗ|24|2|08.02.1998|1|2|gemini
523|2990fb9c-cbe5-48e9-b250-5260d93b06d4|специальный|14-ФЗ|ФЗ|24|4|08.02.1998|1|2|gemini
523|2990fb9c-cbe5-48e9-b250-5260d93b06d4|общий||ГК|1812|4||1|2|gemini
523|2990fb9c-cbe5-48e9-b250-5260d93b06d4|общий||ГК|671|3||1|2|gemini
523|2990fb9c-cbe5-48e9-b250-5260d93b06d4|специальный|14-ФЗ|ФЗ|21|11|08.02.1998|1|2|gemini
