example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|специальный|1729|ПП||1|30.09.2022|1|2|qwen
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|специальный|1729|ПП||2|30.09.2022|1|2|qwen
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|специальный||НК|427|||1|2|qwen
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|специальный||НК|284|||1|2|qwen
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|общий||НК|34615|||1|2|qwen
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|общий||НК|34616|||1|2|qwen
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|общий||НК|34620|||1|2|qwen
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|общий||ТК|56|||1|2|qwen
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|общий||ТК|67|||1|2|qwen
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|специальный|152-ФЗ|ФЗ|18||27.07.2006|1|2|qwen
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|специальный|1949|ПП||1|28.11.2025|1|2|qwen
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|специальный|1729|ПП||4|30.09.2022|1|2|gemini
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|специальный||НК|427|22||1|2|gemini
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|общий||НК|34614|1||1|2|gemini
462|6176e276-c8c7-4cb2-b5de-fd1ba56ca202|специальный|805|ПП||5|30.04.2022|1|2|gemini
