example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|442|ПП|144||04.05.2012|2|5|perplexity_grok;qwen
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|общий|35-ФЗ|ФЗ|26||26.03.2003|2|5|gpt;perplexity_claude_sonnet
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|общий||ГПК|131|||2|5|perplexity_claude_sonnet;perplexity_grok
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|861|ПП|23||27.12.2004|1|5|qwen
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|общий||ГК|543|||1|5|qwen
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|861|ПП|6||27.12.2004|1|5|gpt
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|861|ПП||8|27.12.2004|1|5|gpt
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|861|ПП||1|27.12.2004|1|5|perplexity_grok
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|общий||ГК|421|||1|5|perplexity_grok
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|общий||ГК|309|||1|5|perplexity_grok
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|861|ПП|251||27.12.2004|1|5|gemini
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|общий|861|ПП|163||27.12.2004|1|5|gemini
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|общий|35-ФЗ|ФЗ|37||26.03.2003|1|5|gemini
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|общий|442|ПП|147||04.05.2012|1|5|gemini
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|442|ПП||144|04.05.2012|1|5|perplexity_claude_sonnet
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|442|ПП||147|04.05.2012|1|5|perplexity_claude_sonnet
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|485/пр|Приказ Минстроя России от 28.08.2020 N 485/пр||2|28.08.2020|1|5|perplexity_claude_sonnet
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|485/пр|Приказ Минстроя России от 28.08.2020 N 485/пр||6|28.08.2020|1|5|perplexity_claude_sonnet
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|485/пр|Приказ Минстроя России от 28.08.2020 N 485/пр||7|28.08.2020|1|5|perplexity_claude_sonnet
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|общий||ГК|539|||1|5|perplexity_claude_sonnet
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|общий||ГПК|24|1||1|5|perplexity_claude_sonnet
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|общий|2300-1|Закон РФ|17||07.02.1992|1|5|perplexity_claude_sonnet
85|37affcb8-a899-4849-b110-9a7cd6d2d4aa|специальный|861|ПП||15|27.12.2004|1|5|perplexity_claude_sonnet
