example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
113|591d2af7-4a08-4418-959c-4aeb4add723f|общий||СК|36||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
113|591d2af7-4a08-4418-959c-4aeb4add723f|общий||СК|34||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
113|591d2af7-4a08-4418-959c-4aeb4add723f|общий||СК|35||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
113|591d2af7-4a08-4418-959c-4aeb4add723f|общий||СК|81||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
113|591d2af7-4a08-4418-959c-4aeb4add723f|общий||СК|38||3|5|gpt;perplexity_claude_sonnet;perplexity_grok
113|591d2af7-4a08-4418-959c-4aeb4add723f|общий||СК|119||3|5|gemini;perplexity_claude_sonnet;perplexity_grok
113|591d2af7-4a08-4418-959c-4aeb4add723f|общий||СК|37||2|5|perplexity_claude_sonnet;perplexity_grok
113|591d2af7-4a08-4418-959c-4aeb4add723f|общий||СК|39||2|5|perplexity_claude_sonnet;perplexity_grok
113|591d2af7-4a08-4418-959c-4aeb4add723f|общий||ГПК|23||2|5|perplexity_claude_sonnet;qwen
113|591d2af7-4a08-4418-959c-4aeb4add723f|специальный||СК|80||2|5|gpt;perplexity_grok
113|591d2af7-4a08-4418-959c-4aeb4add723f|общий||ГПК|24||1|5|perplexity_claude_sonnet
113|591d2af7-4a08-4418-959c-4aeb4add723f|общий||СК|83||1|5|perplexity_grok
