example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
159|ee37ecb9-ad98-4750-9f2e-3d1e572612d0|специальный||ГК|1154|||4|5|gpt;perplexity_claude_sonnet;perplexity_grok;qwen
159|ee37ecb9-ad98-4750-9f2e-3d1e572612d0|специальный||ГК|1157|||3|5|gpt;perplexity_claude_sonnet;qwen
159|ee37ecb9-ad98-4750-9f2e-3d1e572612d0|специальный||ГК|1175|||3|5|gpt;perplexity_claude_sonnet;qwen
159|ee37ecb9-ad98-4750-9f2e-3d1e572612d0|общий||ГК|1159|||2|5|gpt;perplexity_grok
159|ee37ecb9-ad98-4750-9f2e-3d1e572612d0|общий||ГК|1175|1||1|5|gemini
159|ee37ecb9-ad98-4750-9f2e-3d1e572612d0|специальный||ГК|1157|2||1|5|gemini
159|ee37ecb9-ad98-4750-9f2e-3d1e572612d0|общий||ГК|1112|||1|5|gemini
159|ee37ecb9-ad98-4750-9f2e-3d1e572612d0|общий||ГК|1154|1||1|5|gemini
159|ee37ecb9-ad98-4750-9f2e-3d1e572612d0|общий||ГК|1152|||1|5|perplexity_claude_sonnet
159|ee37ecb9-ad98-4750-9f2e-3d1e572612d0|общий||ГК|1153|||1|5|perplexity_claude_sonnet
159|ee37ecb9-ad98-4750-9f2e-3d1e572612d0|общий||ГК|1158|||1|5|perplexity_claude_sonnet
