example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
419|763141e7-dbd5-448c-986d-5b369b48c0ee|специальный||ТК|326||3|3|gemini;gpt;qwen
419|763141e7-dbd5-448c-986d-5b369b48c0ee|общий||ТК|392||2|3|gemini;qwen
419|763141e7-dbd5-448c-986d-5b369b48c0ee|общий||ГПК|29||2|3|gemini;qwen
419|763141e7-dbd5-448c-986d-5b369b48c0ee|специальный||ТК|313||1|3|qwen
419|763141e7-dbd5-448c-986d-5b369b48c0ee|специальный|4520-1|Закон Российской Федерации|35|19.02.1993|1|3|qwen
419|763141e7-dbd5-448c-986d-5b369b48c0ee|общий||ГПК|24||1|3|qwen
419|763141e7-dbd5-448c-986d-5b369b48c0ee|общий||ТК|391||1|3|qwen
419|763141e7-dbd5-448c-986d-5b369b48c0ee|специальный|4520-1|Закон РФ|35|19.02.1993|1|3|gemini
419|763141e7-dbd5-448c-986d-5b369b48c0ee|общий||ТК|169||1|3|gpt
419|763141e7-dbd5-448c-986d-5b369b48c0ee|специальный|187|ПП||02.04.2003|1|3|gpt
