example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|общий||ГК|382|1||2|3|perplexity_claude_sonnet;qwen
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|общий||ГК|388|1||2|3|perplexity_claude_sonnet;qwen
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|общий||ГК|382|3||2|3|perplexity_claude_sonnet;qwen
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|специальный|353-ФЗ|ФЗ|12||21.12.2013|2|3|gemini;perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|общий||ГК|382|2||2|3|gemini;perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|общий||ГК|385|1||2|3|gemini;perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|специальный|353-ФЗ|ФЗ|12|1|21.12.2013|1|3|qwen
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|специальный|353-ФЗ|ФЗ|7|1|21.12.2013|1|3|qwen
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|специальный|353-ФЗ|ФЗ|5||21.12.2013|1|3|perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|общий||ГК|384|1||1|3|perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|общий||ГК|385|3||1|3|perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|общий||ГК|389|1||1|3|perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|общий||ГК|390|1||1|3|perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|общий||ГК|390|2||1|3|perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|общий||ГК|386|||1|3|perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|специальный|230-ФЗ|ФЗ|1||03.07.2016|1|3|perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|специальный|230-ФЗ|ФЗ|12||03.07.2016|1|3|perplexity_claude_sonnet
222|ebb4a561-6e05-42cd-bbb4-e5ff0172523b|специальный|395-1-ФЗ|ФЗ|26||02.12.1990|1|3|perplexity_claude_sonnet
