example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
196|0baaeec9-445e-4d30-8191-99481f21ecb4|специальный||ГК|250|||4|5|gpt;perplexity_claude_sonnet;perplexity_grok;qwen
196|0baaeec9-445e-4d30-8191-99481f21ecb4|специальный|218-ФЗ|ФЗ|42||13.07.2015|3|5|gemini;perplexity_claude_sonnet;qwen
196|0baaeec9-445e-4d30-8191-99481f21ecb4|общий||ГК|246|||2|5|perplexity_claude_sonnet;qwen
196|0baaeec9-445e-4d30-8191-99481f21ecb4|общий||ГК|244|||2|5|gpt;perplexity_claude_sonnet
196|0baaeec9-445e-4d30-8191-99481f21ecb4|специальный|218-ФЗ|ФЗ|14||13.07.2015|1|5|qwen
196|0baaeec9-445e-4d30-8191-99481f21ecb4|общий||ГК|247|||1|5|perplexity_grok
196|0baaeec9-445e-4d30-8191-99481f21ecb4|общий||ГК|252|||1|5|perplexity_grok
196|0baaeec9-445e-4d30-8191-99481f21ecb4|общий||ГК|250|1||1|5|gemini
196|0baaeec9-445e-4d30-8191-99481f21ecb4|общий||ГК|250|2||1|5|gemini
196|0baaeec9-445e-4d30-8191-99481f21ecb4|общий||ГК|250|3||1|5|gemini
196|0baaeec9-445e-4d30-8191-99481f21ecb4|общий||ГК|167|||1|5|perplexity_claude_sonnet
196|0baaeec9-445e-4d30-8191-99481f21ecb4|общий||ГК|163|||1|5|perplexity_claude_sonnet
196|0baaeec9-445e-4d30-8191-99481f21ecb4|общий||ГПК|24|||1|5|perplexity_claude_sonnet
196|0baaeec9-445e-4d30-8191-99481f21ecb4|общий||ГПК|30|||1|5|perplexity_claude_sonnet
