example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
358|e7314a6f-55c1-4572-b094-70892393fbd8|специальный||КОАП|261|||2|2|gemini;qwen
358|e7314a6f-55c1-4572-b094-70892393fbd8|общий||КОАП|303|||2|2|gemini;qwen
358|e7314a6f-55c1-4572-b094-70892393fbd8|общий||КОАП|302|||2|2|gemini;qwen
358|e7314a6f-55c1-4572-b094-70892393fbd8|общий||КОАП|301|||1|2|qwen
358|e7314a6f-55c1-4572-b094-70892393fbd8|общий||КОАП|301|1||1|2|qwen
358|e7314a6f-55c1-4572-b094-70892393fbd8|общий||КОАП|301|3||1|2|qwen
358|e7314a6f-55c1-4572-b094-70892393fbd8|общий||КОАП|305|||1|2|qwen
358|e7314a6f-55c1-4572-b094-70892393fbd8|общий||КОАП|307|3||1|2|qwen
358|e7314a6f-55c1-4572-b094-70892393fbd8|общий||КОАП|307|2||1|2|qwen
358|e7314a6f-55c1-4572-b094-70892393fbd8|общий||Конституция|46|||1|2|qwen
