example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
415|a34e07d2-b739-45e0-9269-e6d04d968f99|общий||ГК|410||3|3|gemini;gpt;qwen
415|a34e07d2-b739-45e0-9269-e6d04d968f99|общий||ГК|330||2|3|gemini;qwen
415|a34e07d2-b739-45e0-9269-e6d04d968f99|общий||ГК|309||1|3|qwen
415|a34e07d2-b739-45e0-9269-e6d04d968f99|общий||ГК|332||1|3|qwen
415|a34e07d2-b739-45e0-9269-e6d04d968f99|общий||ГК|333||1|3|qwen
415|a34e07d2-b739-45e0-9269-e6d04d968f99|общий||ГК|411||1|3|qwen
415|a34e07d2-b739-45e0-9269-e6d04d968f99|общий||ГК|328||1|3|qwen
415|a34e07d2-b739-45e0-9269-e6d04d968f99|специальный||ГК|506||1|3|qwen
415|a34e07d2-b739-45e0-9269-e6d04d968f99|специальный||ГК|516||1|3|qwen
415|a34e07d2-b739-45e0-9269-e6d04d968f99|общий||АПК|4||1|3|qwen
415|a34e07d2-b739-45e0-9269-e6d04d968f99|общий||ГК|407||1|3|gemini
415|a34e07d2-b739-45e0-9269-e6d04d968f99|общий||ГК|293||1|3|gpt
415|a34e07d2-b739-45e0-9269-e6d04d968f99|общий||ГК|331||1|3|gpt
