example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
526|beaa26c9-8b33-43e3-9709-b2726f4a126e|общий||СК|61|||1|2|qwen
526|beaa26c9-8b33-43e3-9709-b2726f4a126e|специальный||СК|66|||1|2|qwen
526|beaa26c9-8b33-43e3-9709-b2726f4a126e|общий||СК|65|||1|2|qwen
526|beaa26c9-8b33-43e3-9709-b2726f4a126e|специальный||ГПК|23|||1|2|qwen
526|beaa26c9-8b33-43e3-9709-b2726f4a126e|специальный||ГПК|24|||1|2|qwen
526|beaa26c9-8b33-43e3-9709-b2726f4a126e|специальный||ГПК|131|||1|2|qwen
526|beaa26c9-8b33-43e3-9709-b2726f4a126e|общий|229-ФЗ|ФЗ|1||02.10.2007|1|2|qwen
526|beaa26c9-8b33-43e3-9709-b2726f4a126e|общий||СК|66|1||1|2|gemini
526|beaa26c9-8b33-43e3-9709-b2726f4a126e|специальный||СК|66|2||1|2|gemini
526|beaa26c9-8b33-43e3-9709-b2726f4a126e|общий||ГПК|131|2||1|2|gemini
526|beaa26c9-8b33-43e3-9709-b2726f4a126e|общий||ГПК|39|||1|2|gemini
