example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
369|be182196-b795-45a0-9415-2e739abb3d3d|специальный||СК|42||3|3|gemini;gpt;qwen
369|be182196-b795-45a0-9415-2e739abb3d3d|специальный||СК|44||2|3|gemini;qwen
369|be182196-b795-45a0-9415-2e739abb3d3d|общий||СК|34||2|3|gpt;qwen
369|be182196-b795-45a0-9415-2e739abb3d3d|специальный||СК|38||2|3|gpt;qwen
369|be182196-b795-45a0-9415-2e739abb3d3d|специальный||СК|81||2|3|gemini;qwen
369|be182196-b795-45a0-9415-2e739abb3d3d|специальный||СК|40||1|3|qwen
369|be182196-b795-45a0-9415-2e739abb3d3d|общий||СК|39||1|3|qwen
369|be182196-b795-45a0-9415-2e739abb3d3d|специальный||СК|80||1|3|qwen
369|be182196-b795-45a0-9415-2e739abb3d3d|общий||ГК|170||1|3|qwen
369|be182196-b795-45a0-9415-2e739abb3d3d|общий||ГК|179||1|3|qwen
369|be182196-b795-45a0-9415-2e739abb3d3d|общий||СК|45||1|3|gemini
369|be182196-b795-45a0-9415-2e739abb3d3d|общий||СК|33||1|3|gpt
