example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
130|64b43149-791d-4bd4-b075-6dd6436fa063|специальный||ЖК|157||4|5|gemini;perplexity_claude_sonnet;perplexity_grok;qwen
130|64b43149-791d-4bd4-b075-6dd6436fa063|общий||ГК|1102||3|5|gpt;perplexity_claude_sonnet;qwen
130|64b43149-791d-4bd4-b075-6dd6436fa063|специальный|354|ПП|61|06.05.2011|2|5|gemini;gpt
130|64b43149-791d-4bd4-b075-6dd6436fa063|специальный|354|ПП|31|06.05.2011|2|5|gemini;gpt
130|64b43149-791d-4bd4-b075-6dd6436fa063|специальный|354|Правила предоставления коммунальных услуг собственникам и пользователям помещений в многоквартирных домах и жилых домов (утв. Постановлением Правительства РФ)|61|06.05.2011|1|5|perplexity_claude_sonnet
130|64b43149-791d-4bd4-b075-6dd6436fa063|специальный|354|Правила предоставления коммунальных услуг собственникам и пользователям помещений в многоквартирных домах и жилых домов (утв. Постановлением Правительства РФ)|31|06.05.2011|1|5|perplexity_claude_sonnet
130|64b43149-791d-4bd4-b075-6dd6436fa063|специальный|354|Правила предоставления коммунальных услуг собственникам и пользователям помещений в многоквартирных домах и жилых домов (утв. Постановлением Правительства РФ)|155|06.05.2011|1|5|perplexity_claude_sonnet
130|64b43149-791d-4bd4-b075-6dd6436fa063|общий||ГК|1107||1|5|perplexity_claude_sonnet
130|64b43149-791d-4bd4-b075-6dd6436fa063|общий|2300-1|Закон Российской Федерации «О защите прав потребителей»|29|07.02.1992|1|5|perplexity_claude_sonnet
130|64b43149-791d-4bd4-b075-6dd6436fa063|общий|2300-1|Закон Российской Федерации «О защите прав потребителей»|15|07.02.1992|1|5|perplexity_claude_sonnet
130|64b43149-791d-4bd4-b075-6dd6436fa063|общий|2300-1|Закон Российской Федерации «О защите прав потребителей»|13|07.02.1992|1|5|perplexity_claude_sonnet
130|64b43149-791d-4bd4-b075-6dd6436fa063|общий||ГПК|23||1|5|perplexity_claude_sonnet
130|64b43149-791d-4bd4-b075-6dd6436fa063|общий||ГПК|17||1|5|perplexity_claude_sonnet
130|64b43149-791d-4bd4-b075-6dd6436fa063|специальный|354|Правила предоставления коммунальных услуг собственникам и пользователям помещений в многоквартирных домах и жилых домов|91|06.05.2011|1|5|qwen
130|64b43149-791d-4bd4-b075-6dd6436fa063|общий||КАС|25||1|5|qwen
130|64b43149-791d-4bd4-b075-6dd6436fa063|общий||ЖК|155||1|5|gpt
130|64b43149-791d-4bd4-b075-6dd6436fa063|специальный|354|ПП|59|06.05.2011|1|5|gpt
130|64b43149-791d-4bd4-b075-6dd6436fa063|специальный|354|ПП||06.05.2011|1|5|perplexity_grok
