example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
211|29d98081-61c5-4c6f-bb39-2fbf2e83104c|специальный||НК|220|1||3|3|gemini;perplexity_claude_sonnet;qwen
211|29d98081-61c5-4c6f-bb39-2fbf2e83104c|специальный||НК|220|||2|3|perplexity_claude_sonnet;qwen
211|29d98081-61c5-4c6f-bb39-2fbf2e83104c|специальный||НК|220|3||2|3|gemini;qwen
211|29d98081-61c5-4c6f-bb39-2fbf2e83104c|общий||НК|229|||1|3|qwen
211|29d98081-61c5-4c6f-bb39-2fbf2e83104c|общий||НК|220|7||1|3|gemini
211|29d98081-61c5-4c6f-bb39-2fbf2e83104c|общий||НК|220|8||1|3|gemini
211|29d98081-61c5-4c6f-bb39-2fbf2e83104c|специальный||НК|2211|||1|3|perplexity_claude_sonnet
211|29d98081-61c5-4c6f-bb39-2fbf2e83104c|общий||НК|78|||1|3|perplexity_claude_sonnet
211|29d98081-61c5-4c6f-bb39-2fbf2e83104c|общий||НК|88|||1|3|perplexity_claude_sonnet
211|29d98081-61c5-4c6f-bb39-2fbf2e83104c|общий||НК|210|||1|3|perplexity_claude_sonnet
