example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|общий||ГК|572|||4|4|gemini;perplexity_claude_sonnet;perplexity_grok;qwen
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|общий||ГК|26|||2|4|perplexity_claude_sonnet;qwen
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|общий||ГК|574|3||2|4|perplexity_claude_sonnet;perplexity_grok
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|общий||ГК|246|2||2|4|perplexity_claude_sonnet;perplexity_grok
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный||НК|217|181||2|4|gemini;perplexity_claude_sonnet
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|общий||ГК|1142|||1|4|qwen
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный||СК|34|||1|4|qwen
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный|218-ФЗ|ФЗ|54||13.07.2015|1|4|qwen
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный||СК|35|||1|4|perplexity_grok
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный|218-ФЗ|ФЗ|||13.07.2015|1|4|perplexity_grok
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный|218-ФЗ|ФЗ|42||13.07.2015|1|4|gemini
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|общий||ГК|131|||1|4|gemini
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|общий||ГК|21|||1|4|perplexity_claude_sonnet
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|общий||ГК|37|2||1|4|perplexity_claude_sonnet
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный|48-ФЗ|ФЗ|21||24.04.2008|1|4|perplexity_claude_sonnet
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный|218-ФЗ|ФЗ|14||13.07.2015|1|4|perplexity_claude_sonnet
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный|218-ФЗ|ФЗ|18||13.07.2015|1|4|perplexity_claude_sonnet
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный|218-ФЗ|ФЗ|16||13.07.2015|1|4|perplexity_claude_sonnet
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|общий||СК|14|||1|4|perplexity_claude_sonnet
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный|4462-1|Основы законодательства Российской Федерации о нотариате|22||11.02.1993|1|4|perplexity_claude_sonnet
276|610e0783-c13d-431a-b337-8e7a7d5bc0af|специальный|4462-1|Основы законодательства Российской Федерации о нотариате|221|1|11.02.1993|1|4|perplexity_claude_sonnet
