example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|30.1||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|30.3||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
71|17db8126-b801-4297-a179-f9819aa560e6|специальный||КОАП|12.19||3|5|gpt;perplexity_grok;qwen
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|30.2||2|5|gemini;perplexity_claude_sonnet
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|30.7||2|5|perplexity_claude_sonnet;perplexity_grok
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|26.2||1|5|perplexity_claude_sonnet
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|26.7||1|5|perplexity_claude_sonnet
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|30.6||1|5|perplexity_claude_sonnet
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|30.9||1|5|perplexity_claude_sonnet
71|17db8126-b801-4297-a179-f9819aa560e6|специальный||КАС|30.1||1|5|perplexity_claude_sonnet
71|17db8126-b801-4297-a179-f9819aa560e6|специальный||ГПК|25.1||1|5|qwen
71|17db8126-b801-4297-a179-f9819aa560e6|специальный||КАС|219||1|5|qwen
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|24.5||1|5|gemini
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|1.5||1|5|gpt
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|24.1||1|5|gpt
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КОАП|26.1||1|5|gpt
71|17db8126-b801-4297-a179-f9819aa560e6|общий||КАС|218||1|5|perplexity_grok
71|17db8126-b801-4297-a179-f9819aa560e6|общий|Постановление Правительства РФ № 1090|Правила дорожного движения Российской Федерации|12.4|23.10.1993|1|5|perplexity_grok
