example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|общий||ГК|15|||2|2|gemini;qwen
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|общий||ГК|1064|||2|2|gemini;qwen
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|общий||ГК|1066|||1|2|qwen
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|специальный|257-ФЗ|ФЗ|17||08.11.2007|1|2|qwen
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|специальный|257-ФЗ|ФЗ|22||08.11.2007|1|2|qwen
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|общий||ГПК|28|||1|2|qwen
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|общий||ГПК|131|||1|2|qwen
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|общий||ГПК|132|||1|2|qwen
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|общий||ГПК|56|||1|2|qwen
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|специальный|196-ФЗ|ФЗ|12||10.12.1995|1|2|gemini
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|специальный|257-ФЗ|ФЗ|28|2|08.11.2007|1|2|gemini
348|6c018f25-0c6b-4e3a-86c3-cbe1df40f7c5|специальный|Приказ Росстандарта № 1245-ст|ГОСТ Р 50597-2017 'Дороги автомобильные и улицы. Требования к эксплуатационному состоянию'||521|26.09.2017|1|2|gemini
