example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
518|9741bce7-1729-4e5c-ab49-f9c4deb182f6|специальный||СК|42||3|3|gemini;gpt;qwen
518|9741bce7-1729-4e5c-ab49-f9c4deb182f6|специальный||СК|44||3|3|gemini;gpt;qwen
518|9741bce7-1729-4e5c-ab49-f9c4deb182f6|специальный||СК|40||2|3|gemini;qwen
518|9741bce7-1729-4e5c-ab49-f9c4deb182f6|общий||ГК|179||2|3|gpt;qwen
518|9741bce7-1729-4e5c-ab49-f9c4deb182f6|специальный||СК|41||1|3|qwen
518|9741bce7-1729-4e5c-ab49-f9c4deb182f6|общий||СК|34||1|3|qwen
518|9741bce7-1729-4e5c-ab49-f9c4deb182f6|специальный||СК|38||1|3|qwen
518|9741bce7-1729-4e5c-ab49-f9c4deb182f6|общий||ГК|168||1|3|qwen
518|9741bce7-1729-4e5c-ab49-f9c4deb182f6|общий||ГК|178||1|3|qwen
518|9741bce7-1729-4e5c-ab49-f9c4deb182f6|общий||ГК|181||1|3|gemini
518|9741bce7-1729-4e5c-ab49-f9c4deb182f6|общий||ГК|166||1|3|gpt
