example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|общий||ЖК|17|||2|2|gemini;qwen
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|специальный||ЖК|22|||1|2|qwen
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|общий|52-ФЗ|ФЗ|23||30.03.1999|1|2|qwen
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|специальный|2|Санитарные правила и нормы СанПиН 2.1.3678-20|||22.01.2021|1|2|qwen
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|специальный|14|Санитарные правила и нормы СанПиН 2.2.1/2.1.1.1200-03|||25.09.2007|1|2|qwen
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|специальный|222|ПП|||03.03.2018|1|2|qwen
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|общий||КОАП|64|||1|2|qwen
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|общий||ГК|304|||1|2|qwen
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|общий||ГК|209|||1|2|qwen
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|специальный|Пр-361/пр|СП 54.13330.2022 «Здания жилые многоквартирные» (Свод правил)||414|13.05.2022|1|2|gemini
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|специальный|74|СанПиН 2.2.1/2.1.1.1200-03 «Санитарно-защитные зоны и санитарная классификация предприятий, сооружений и иных объектов»||44|25.09.2007|1|2|gemini
463|1817a3a8-2311-4db8-8f44-706ffa33b89d|общий||ЖК|36|||1|2|gemini
