example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
111|49ba3b8d-c950-4f59-8190-3be234765d2d|общий||ГК|249||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный||ЖК|153||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный||ЖК|155||4|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok
111|49ba3b8d-c950-4f59-8190-3be234765d2d|общий||ГК|210||3|5|gemini;perplexity_claude_sonnet;perplexity_grok
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный||ЖК|31||2|5|perplexity_claude_sonnet;perplexity_grok
111|49ba3b8d-c950-4f59-8190-3be234765d2d|общий||ГК|250||2|5|gemini;perplexity_claude_sonnet
111|49ba3b8d-c950-4f59-8190-3be234765d2d|общий||ГК|252||2|5|perplexity_claude_sonnet;qwen
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный||ЖК|30||1|5|perplexity_claude_sonnet
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный||ЖК|156||1|5|perplexity_claude_sonnet
111|49ba3b8d-c950-4f59-8190-3be234765d2d|общий||ГК|246||1|5|perplexity_claude_sonnet
111|49ba3b8d-c950-4f59-8190-3be234765d2d|общий|5242-1|Закон РФ|7|25.06.1993|1|5|perplexity_claude_sonnet
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный||ЖК|157||1|5|perplexity_claude_sonnet
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный|354|ПП|86|06.05.2011|1|5|perplexity_claude_sonnet
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный|354|ПП|91|06.05.2011|1|5|perplexity_claude_sonnet
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный||ЖК|42||1|5|qwen
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный|354|ПП|31|06.05.2011|1|5|qwen
111|49ba3b8d-c950-4f59-8190-3be234765d2d|общий||ГПК|23||1|5|qwen
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный||ЖК|158||1|5|gemini
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный||ЖК|154||1|5|gpt
111|49ba3b8d-c950-4f59-8190-3be234765d2d|специальный|218-ФЗ|ФЗ|11|13.07.2015|1|5|perplexity_grok
