example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|34||4|5|gemini;gpt;perplexity_claude_sonnet;qwen
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|38||4|5|gpt;perplexity_claude_sonnet;perplexity_grok;qwen
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|39||4|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|81||4|5|gemini;gpt;perplexity_claude_sonnet;qwen
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|90||4|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|21||3|5|gpt;perplexity_claude_sonnet;qwen
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|80||3|5|gpt;perplexity_claude_sonnet;qwen
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|19||2|5|perplexity_claude_sonnet;qwen
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|36||2|5|perplexity_claude_sonnet;perplexity_grok
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|83||2|5|gpt;perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|89||2|5|gemini;perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||ГПК|23||2|5|perplexity_claude_sonnet;qwen
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||ГПК|28||2|5|perplexity_claude_sonnet;qwen
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||ГПК|29||2|5|perplexity_claude_sonnet;qwen
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|16||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|18||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|22||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|23||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|24||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|33||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|37||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|91||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|92||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||СК|99||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||ГПК|24||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|общий||ГПК|154||1|5|perplexity_claude_sonnet
145|2798571d-a98e-42c1-9c6c-c19feb6d832b|специальный|143-ФЗ|ФЗ|31|15.11.1997|1|5|qwen
