example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
162|70ea4707-3b97-447f-9d43-385405c1ad93|специальный|217-ФЗ|ФЗ|5||29.07.2017|4|5|gemini;gpt;perplexity_grok;qwen
162|70ea4707-3b97-447f-9d43-385405c1ad93|специальный|217-ФЗ|ФЗ|14||29.07.2017|3|5|gemini;gpt;perplexity_grok
162|70ea4707-3b97-447f-9d43-385405c1ad93|общий||ГК|210|||2|5|gemini;gpt
162|70ea4707-3b97-447f-9d43-385405c1ad93|специальный|217-ФЗ|ФЗ|14|1|29.07.2017|1|5|qwen
162|70ea4707-3b97-447f-9d43-385405c1ad93|общий||ГК|309|||1|5|qwen
162|70ea4707-3b97-447f-9d43-385405c1ad93|специальный|217-ФЗ|ФЗ|19||29.07.2017|1|5|qwen
162|70ea4707-3b97-447f-9d43-385405c1ad93|специальный|217-ФЗ|ФЗ|24|1|29.07.2017|1|5|qwen
162|70ea4707-3b97-447f-9d43-385405c1ad93|специальный|217-ФЗ|ФЗ|13||29.07.2017|1|5|perplexity_grok
162|70ea4707-3b97-447f-9d43-385405c1ad93|общий||ЗК|111|||1|5|perplexity_grok
162|70ea4707-3b97-447f-9d43-385405c1ad93|общий||ГК|209|2||1|5|gemini
162|70ea4707-3b97-447f-9d43-385405c1ad93|общий||ГК|196|1||1|5|gemini
