example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
432|b1e2ea0a-37eb-4a3d-ac8d-babc1ff486c7|специальный|2300-1|Закон РФ|25|07.02.1992|1|3|qwen
432|b1e2ea0a-37eb-4a3d-ac8d-babc1ff486c7|специальный|2300-1|Закон РФ|18|07.02.1992|1|3|qwen
432|b1e2ea0a-37eb-4a3d-ac8d-babc1ff486c7|специальный|2463|ПП|6|31.12.2020|1|3|qwen
432|b1e2ea0a-37eb-4a3d-ac8d-babc1ff486c7|специальный|924|ПП||10.11.2011|1|3|qwen
432|b1e2ea0a-37eb-4a3d-ac8d-babc1ff486c7|общий||ГК|509||1|3|qwen
432|b1e2ea0a-37eb-4a3d-ac8d-babc1ff486c7|специальный|2300-1|Закон РФ|22|07.02.1992|1|3|qwen
432|b1e2ea0a-37eb-4a3d-ac8d-babc1ff486c7|специальный|2300-1|Закон РФ|26.1|07.02.1992|1|3|gemini
432|b1e2ea0a-37eb-4a3d-ac8d-babc1ff486c7|общий|2300‑1|Закон Российской Федерации «О защите прав потребителей»|26.1|07.02.1992|1|3|gpt
432|b1e2ea0a-37eb-4a3d-ac8d-babc1ff486c7|общий|2300‑1|Закон Российской Федерации «О защите прав потребителей»|25|07.02.1992|1|3|gpt
432|b1e2ea0a-37eb-4a3d-ac8d-babc1ff486c7|специальный|55|ПП||19.01.1998|1|3|gpt
