example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ЖК|36||4|5|gpt;perplexity_claude_sonnet;perplexity_grok;qwen
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ГК|209||3|5|gpt;perplexity_claude_sonnet;qwen
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||КОАП|20.4||3|5|gpt;perplexity_claude_sonnet;qwen
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ЖК|44||2|5|gpt;perplexity_claude_sonnet
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ГК|246||2|5|perplexity_claude_sonnet;perplexity_grok
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ГК|247||2|5|perplexity_claude_sonnet;perplexity_grok
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ЖК|30||2|5|gemini;gpt
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ЖК|46||1|5|perplexity_claude_sonnet
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий|69-ФЗ|ФЗ|34|21.12.1994|1|5|perplexity_claude_sonnet
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий|69-ФЗ|ФЗ|38|21.12.1994|1|5|perplexity_claude_sonnet
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий|390|ПП|23|25.04.2012|1|5|perplexity_claude_sonnet
292|c2680be1-0353-4a3a-9e95-95e249e95d16|специальный|154.13130.2013|Свод правил СП 154.13130.2013 «Встроенные подземные автостоянки. Требования пожарной безопасности»|5.2|21.02.2013|1|5|perplexity_claude_sonnet
292|c2680be1-0353-4a3a-9e95-95e249e95d16|специальный|776/пр|Свод правил СП 113.13330.2016 «Стоянки автомобилей»|5.1|07.11.2016|1|5|perplexity_claude_sonnet
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ЖК|20||1|5|perplexity_claude_sonnet
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ЖК|161||1|5|perplexity_claude_sonnet
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ГПК|23||1|5|perplexity_claude_sonnet
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ГПК|24||1|5|perplexity_claude_sonnet
292|c2680be1-0353-4a3a-9e95-95e249e95d16|специальный|1479|ПП|104|16.09.2020|1|5|qwen
292|c2680be1-0353-4a3a-9e95-95e249e95d16|специальный|1479|ПП|25|16.09.2020|1|5|qwen
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ГК|304||1|5|qwen
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий|1479|ПП|16|16.09.2020|1|5|gemini
292|c2680be1-0353-4a3a-9e95-95e249e95d16|специальный|1479|ПП|363|16.09.2020|1|5|gemini
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ГК|210||1|5|gemini
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий|195-ФЗ|Кодекс РФ об административных правонарушениях|20.4|30.12.2001|1|5|gemini
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий|123-ФЗ|ФЗ|1|22.07.2008|1|5|gpt
292|c2680be1-0353-4a3a-9e95-95e249e95d16|специальный|1479|ПП|32|16.09.2020|1|5|gpt
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий||ЖК|15||1|5|perplexity_grok
292|c2680be1-0353-4a3a-9e95-95e249e95d16|общий|123‑ФЗ|ФЗ|88|22.07.2008|1|5|perplexity_grok
