example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный|60-ФЗ|ВоздК|108|2|19.03.1997|3|5|gpt;perplexity_claude_sonnet;perplexity_grok
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|общий||ГК|450|||2|5|perplexity_grok;qwen
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный|60-ФЗ|ВоздК|108|4|19.03.1997|2|5|gemini;gpt
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|общий|2300-1|Закон РФ|32||07.02.1992|2|5|perplexity_claude_sonnet;perplexity_grok
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|общий||ГК|310|||1|5|qwen
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный||ГК|782|||1|5|qwen
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный|2300-1|Закон Российской Федерации|32||07.02.1992|1|5|qwen
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный|112-ФЗ|ВоздК|108||19.03.1997|1|5|qwen
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный|18-ФЗ|Устав железнодорожного транспорта Российской Федерации|83||10.01.2003|1|5|perplexity_grok
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|общий|60-ФЗ|ВоздК|108|1|19.03.1997|1|5|gemini
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный|82|Приказ Минтранса России «Об утверждении Федеральных авиационных правил «Общие правила воздушных перевозок пассажиров, багажа, грузов и требования к обслуживанию пассажиров, грузоотправителей, грузополучателей» (ФАП-82)|227||28.06.2007|1|5|gemini
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|общий|2300-1|Закон РФ|12||07.02.1992|1|5|perplexity_claude_sonnet
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный|60-ФЗ|ВоздК|103|11|19.03.1997|1|5|perplexity_claude_sonnet
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный|82|Федеральные авиационные правила «Общие правила воздушных перевозок пассажиров, багажа, грузов и требования к обслуживанию пассажиров, грузоотправителей, грузополучателей»||227|28.06.2007|1|5|perplexity_claude_sonnet
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный|82|Федеральные авиационные правила «Общие правила воздушных перевозок пассажиров, багажа, грузов и требования к обслуживанию пассажиров, грузоотправителей, грузополучателей»||15|28.06.2007|1|5|perplexity_claude_sonnet
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный|82|Федеральные авиационные правила «Общие правила воздушных перевозок пассажиров, багажа, грузов и требования к обслуживанию пассажиров, грузоотправителей, грузополучателей»||37|28.06.2007|1|5|perplexity_claude_sonnet
83|feb3fd0f-609a-4f54-85fa-9a60d2dbae42|специальный|155|Правила формирования и применения тарифов на регулярные воздушные перевозки пассажиров и багажа, взимания сборов в области гражданской авиации|||25.09.2008|1|5|perplexity_claude_sonnet
