example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|специальный|927|ПП|4|17.11.2010|3|5|gemini;perplexity_claude_sonnet;qwen
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий||СК|57||3|5|gemini;perplexity_claude_sonnet;qwen
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий||ГК|35||3|5|gemini;gpt;qwen
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий||ГК|29||2|5|perplexity_claude_sonnet;qwen
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|специальный|48-ФЗ|ФЗ|10|24.04.2008|2|5|perplexity_claude_sonnet;qwen
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий||ГК|26||2|5|perplexity_claude_sonnet;qwen
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|специальный|423|ПП|4|18.05.2009|2|5|gpt;qwen
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий||ГК|32||1|5|perplexity_claude_sonnet
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий||СК|35||1|5|perplexity_claude_sonnet
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|специальный|481|ПП||24.05.2014|1|5|perplexity_claude_sonnet
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий||ГПК|281||1|5|perplexity_claude_sonnet
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий||ГПК|284||1|5|perplexity_claude_sonnet
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|специальный|124-ФЗ|ФЗ|9|24.07.1998|1|5|perplexity_claude_sonnet
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|специальный|48-ФЗ|ФЗ|8|24.04.2008|1|5|perplexity_claude_sonnet
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|специальный|48-ФЗ|ФЗ|11|24.04.2008|1|5|perplexity_claude_sonnet
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|специальный|48-ФЗ|ФЗ|35|24.04.2008|1|5|perplexity_claude_sonnet
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий||КАС|218||1|5|perplexity_claude_sonnet
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|специальный|927|ПП|8|17.11.2010|1|5|gemini
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий||СК|146||1|5|gpt
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|специальный|423|ПП|5|18.05.2009|1|5|gpt
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|специальный|423|ПП|9|18.05.2009|1|5|gpt
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий|48‑ФЗ|ФЗ|10|24.04.2008|1|5|perplexity_grok
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий|48‑ФЗ|ФЗ|11|24.04.2008|1|5|perplexity_grok
346|b7c62dfa-926b-4368-9ea1-5c7eabcc00c8|общий||СК|145||1|5|perplexity_grok
