example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
1013|407949|специальный||КОАП|1417|||2|2|perplexity_claude_sonnet;perplexity_grok
1013|407949|специальный||КОАП|14171|||1|2|perplexity_grok
1013|407949|специальный||КОАП|1416|||1|2|perplexity_grok
1013|407949|специальный||УК|1714|||1|2|perplexity_grok
1013|407949|специальный|171-ФЗ|ФЗ|26|1|22.11.1995|1|2|perplexity_grok
1013|407949|общий||ТК|192|||1|2|perplexity_grok
1013|407949|специальный||УК|1713|||1|2|perplexity_claude_sonnet
1013|407949|специальный||УК|1711|||1|2|perplexity_claude_sonnet
1013|407949|общий||УК|327|||1|2|perplexity_claude_sonnet
1013|407949|общий||УПК|56|||1|2|perplexity_claude_sonnet
1013|407949|общий||УПК|56|1||1|2|perplexity_claude_sonnet
1013|407949|общий||Конституция|51|||1|2|perplexity_claude_sonnet
1013|407949|общий||УК|33|||1|2|perplexity_claude_sonnet
1013|407949|общий||УК|20|||1|2|perplexity_claude_sonnet
1013|407949|общий||УК|25|||1|2|perplexity_claude_sonnet
1013|407949|общий||УК|61|||1|2|perplexity_claude_sonnet
