example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
280|88664947-14c4-4fab-a119-efc454715c23|специальный||ЖК|32||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
280|88664947-14c4-4fab-a119-efc454715c23|специальный||ЖК|89||3|5|gpt;perplexity_grok;qwen
280|88664947-14c4-4fab-a119-efc454715c23|специальный|185-ФЗ|ФЗ|16|21.07.2007|3|5|gpt;perplexity_grok;qwen
280|88664947-14c4-4fab-a119-efc454715c23|общий||ЖК|57||2|5|gpt;perplexity_claude_sonnet
280|88664947-14c4-4fab-a119-efc454715c23|общий||ГК|244||2|5|perplexity_claude_sonnet;qwen
280|88664947-14c4-4fab-a119-efc454715c23|общий||Конституция|35||1|5|perplexity_claude_sonnet
280|88664947-14c4-4fab-a119-efc454715c23|общий||ЖК|51||1|5|perplexity_claude_sonnet
280|88664947-14c4-4fab-a119-efc454715c23|общий||ЖК|52||1|5|perplexity_claude_sonnet
280|88664947-14c4-4fab-a119-efc454715c23|общий||ЖК|16||1|5|perplexity_claude_sonnet
280|88664947-14c4-4fab-a119-efc454715c23|специальный||ЖК|41||1|5|perplexity_claude_sonnet
280|88664947-14c4-4fab-a119-efc454715c23|общий||ГК|246||1|5|perplexity_claude_sonnet
280|88664947-14c4-4fab-a119-efc454715c23|специальный|47|ПП|42|28.01.2006|1|5|perplexity_claude_sonnet
280|88664947-14c4-4fab-a119-efc454715c23|специальный|47|ПП|47|28.01.2006|1|5|perplexity_claude_sonnet
280|88664947-14c4-4fab-a119-efc454715c23|общий||КАС|218||1|5|perplexity_claude_sonnet
280|88664947-14c4-4fab-a119-efc454715c23|общий||ГПК|131||1|5|perplexity_claude_sonnet
280|88664947-14c4-4fab-a119-efc454715c23|специальный||ЖК|86||1|5|qwen
280|88664947-14c4-4fab-a119-efc454715c23|специальный|47|ПП||28.01.2006|1|5|qwen
280|88664947-14c4-4fab-a119-efc454715c23|специальный|1469|ПП||20.08.2022|1|5|qwen
280|88664947-14c4-4fab-a119-efc454715c23|общий||ГК|252||1|5|qwen
280|88664947-14c4-4fab-a119-efc454715c23|специальный||ЖК|42||1|5|gemini
