example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
431|81af747d-864a-4d47-8621-2a721de774ff|специальный||ГК|605||3|3|gemini;gpt;qwen
431|81af747d-864a-4d47-8621-2a721de774ff|специальный|218-ФЗ|ФЗ|14|13.07.2015|2|3|gemini;qwen
431|81af747d-864a-4d47-8621-2a721de774ff|общий||ГК|583||1|3|qwen
431|81af747d-864a-4d47-8621-2a721de774ff|общий||ГК|131||1|3|qwen
431|81af747d-864a-4d47-8621-2a721de774ff|общий|218-ФЗ|ФЗ|2|13.07.2015|1|3|qwen
431|81af747d-864a-4d47-8621-2a721de774ff|специальный|218-ФЗ|ФЗ|16|13.07.2015|1|3|qwen
431|81af747d-864a-4d47-8621-2a721de774ff|общий||ГК|586||1|3|gemini
431|81af747d-864a-4d47-8621-2a721de774ff|общий||ГК|352||1|3|gemini
431|81af747d-864a-4d47-8621-2a721de774ff|общий|218-ФЗ|ФЗ|18|13.07.2015|1|3|gemini
431|81af747d-864a-4d47-8621-2a721de774ff|специальный||ГК|596||1|3|gpt
431|81af747d-864a-4d47-8621-2a721de774ff|специальный||ГК|584||1|3|gpt
431|81af747d-864a-4d47-8621-2a721de774ff|общий||ГК|587||1|3|gpt
431|81af747d-864a-4d47-8621-2a721de774ff|общий||ГК|165||1|3|gpt
