example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
295|e39b89f3-539e-403b-88e7-88a103129d1c|специальный||КОАП|27.13||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
295|e39b89f3-539e-403b-88e7-88a103129d1c|специальный||КОАП|12.19||3|5|gpt;perplexity_grok;qwen
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||КОАП|24.5||2|5|gemini;perplexity_claude_sonnet
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||КОАП|30.3||2|5|gemini;perplexity_claude_sonnet
295|e39b89f3-539e-403b-88e7-88a103129d1c|специальный||КОАП|12.16||1|5|perplexity_claude_sonnet
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||КОАП|24.1||1|5|perplexity_claude_sonnet
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||КОАП|2.7||1|5|perplexity_claude_sonnet
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||КОАП|26.1||1|5|perplexity_claude_sonnet
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||КОАП|28.2||1|5|perplexity_claude_sonnet
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||КОАП|30.1||1|5|perplexity_claude_sonnet
295|e39b89f3-539e-403b-88e7-88a103129d1c|специальный|1090|Правила дорожного движения Российской Федерации|12.4|23.10.1993|1|5|perplexity_claude_sonnet
295|e39b89f3-539e-403b-88e7-88a103129d1c|специальный|1090|Правила дорожного движения Российской Федерации|12.5|23.10.1993|1|5|perplexity_claude_sonnet
295|e39b89f3-539e-403b-88e7-88a103129d1c|специальный|759|ПП||18.12.2003|1|5|qwen
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||КАС|218||1|5|qwen
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||КАС|219||1|5|qwen
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||ГК|1064||1|5|qwen
295|e39b89f3-539e-403b-88e7-88a103129d1c|специальный|52289-2019|ГОСТ Р 52289-2019||25.10.2019|1|5|qwen
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||КОАП|1.5||1|5|gemini
295|e39b89f3-539e-403b-88e7-88a103129d1c|общий||КОАП|2.1||1|5|gemini
295|e39b89f3-539e-403b-88e7-88a103129d1c|специальный||Правила дорожного движения Российской Федерации|12.2|23.07.1993|1|5|perplexity_grok
295|e39b89f3-539e-403b-88e7-88a103129d1c|специальный||Правила дорожного движения Российской Федерации|12.4|23.07.1993|1|5|perplexity_grok
