example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный||НК|217||3|3|gemini;gpt;qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|общий||ГК|572||3|3|gemini;gpt;qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный||СК|14||3|3|gemini;gpt;qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|общий||НК|224||2|3|gemini;qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный|218-ФЗ|ФЗ|14|13.07.2015|2|3|gpt;qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный||НК|333.33||2|3|gemini;qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный||ГК|574||1|3|qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный||ГК|575||1|3|qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный||ГК|28||1|3|qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный||ГК|26||1|3|qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный|218-ФЗ|ФЗ|16|13.07.2015|1|3|qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный||НК|217.1||1|3|qwen
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный||НК|214.10||1|3|gemini
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|специальный|218-ФЗ|ФЗ|42|13.07.2015|1|3|gemini
604|41713048-d1a8-4a8a-ba87-6b111f5383ee|общий||НК|41||1|3|gpt
