example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||СК|17||3|3|gemini;gpt;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||СК|21||3|3|gemini;gpt;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|общий||СК|34||3|3|gemini;gpt;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||СК|24||2|3|gpt;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||СК|38||2|3|gpt;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||ГПК|23||2|3|gemini;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|общий||ГПК|132||2|3|gemini;qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|общий||ГПК|28||1|3|qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|общий||ГПК|131||1|3|qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||НК|333.26||1|3|qwen
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|общий||НК|333.19||1|3|gemini
524|fe8ed0ca-f077-40fb-a2b2-7ad0ec0ee5f1|специальный||ГПК|29||1|3|gpt
