example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
566|eafc27f3-b809-498f-afe7-cd25b0903a44|специальный|81-ФЗ|ФЗ|13||19.05.1995|2|2|gemini;qwen
566|eafc27f3-b809-498f-afe7-cd25b0903a44|специальный|81-ФЗ|ФЗ|6||19.05.1995|1|2|qwen
566|eafc27f3-b809-498f-afe7-cd25b0903a44|специальный|81-ФЗ|ФЗ|9||19.05.1995|1|2|qwen
566|eafc27f3-b809-498f-afe7-cd25b0903a44|специальный|81-ФЗ|ФЗ|11||19.05.1995|1|2|qwen
566|eafc27f3-b809-498f-afe7-cd25b0903a44|специальный|255-ФЗ|ФЗ|11||29.12.2006|1|2|qwen
566|eafc27f3-b809-498f-afe7-cd25b0903a44|специальный||ТК|255|||1|2|qwen
566|eafc27f3-b809-498f-afe7-cd25b0903a44|специальный|2330|ПП||1|16.12.2022|1|2|qwen
566|eafc27f3-b809-498f-afe7-cd25b0903a44|специальный|2330|ПП||2|16.12.2022|1|2|qwen
566|eafc27f3-b809-498f-afe7-cd25b0903a44|общий|81-ФЗ|ФЗ|9|1|19.05.1995|1|2|gemini
566|eafc27f3-b809-498f-afe7-cd25b0903a44|специальный|2330|ПП||31|16.12.2022|1|2|gemini
566|eafc27f3-b809-498f-afe7-cd25b0903a44|специальный|255-ФЗ|ФЗ|2|1|29.12.2006|1|2|gemini
