example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|специальный||ГК|486||4|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|общий||ГК|395||3|5|gpt;perplexity_claude_sonnet;perplexity_grok
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|специальный||ГК|484||2|5|gpt;perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|общий||ГК|310||2|5|gemini;perplexity_grok
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|общий||ГК|454||1|5|perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|специальный||ГК|475||1|5|perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|специальный||ГК|477||1|5|perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|общий||ГК|15||1|5|perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|общий||ГК|314||1|5|perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|общий||ГК|450||1|5|perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|общий||ГК|452||1|5|perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|специальный||АПК|27||1|5|perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|специальный||АПК|125||1|5|perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|специальный||АПК|229.2||1|5|perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|общий||ГК|196||1|5|perplexity_claude_sonnet
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|общий|string|string||ДД.ММ.ГГГГ|1|5|qwen
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|специальный||АПК|4||1|5|gemini
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|специальный||ГК|523||1|5|gpt
315|ba47d68d-2f32-4a06-98fb-b21d5dca71ff|специальный||ГК|511||1|5|gpt
