example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
553|19eabae1-3ac0-4082-b779-4eacb8f95164|общий||ГК|15|||2|2|gemini;qwen
553|19eabae1-3ac0-4082-b779-4eacb8f95164|общий||ГК|1064|||1|2|qwen
553|19eabae1-3ac0-4082-b779-4eacb8f95164|общий||ГК|1082|||1|2|qwen
553|19eabae1-3ac0-4082-b779-4eacb8f95164|специальный|40-ФЗ|ФЗ|12|1|25.04.2002|1|2|qwen
553|19eabae1-3ac0-4082-b779-4eacb8f95164|специальный|40-ФЗ|ФЗ|121||25.04.2002|1|2|qwen
553|19eabae1-3ac0-4082-b779-4eacb8f95164|специальный|40-ФЗ|ФЗ|161|1|25.04.2002|1|2|qwen
553|19eabae1-3ac0-4082-b779-4eacb8f95164|общий||ГПК|88|||1|2|qwen
553|19eabae1-3ac0-4082-b779-4eacb8f95164|общий||ГПК|94|||1|2|qwen
553|19eabae1-3ac0-4082-b779-4eacb8f95164|общий||ГПК|100|||1|2|qwen
553|19eabae1-3ac0-4082-b779-4eacb8f95164|специальный|40-ФЗ|ФЗ|12|14|25.04.2002|1|2|gemini
