example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
494|af278983-2df5-4e40-8187-c8d0d8702f6b|специальный|127-ФЗ|ФЗ|2134||26.10.2002|2|2|gemini;qwen
494|af278983-2df5-4e40-8187-c8d0d8702f6b|специальный|127-ФЗ|ФЗ|2232||26.10.2002|2|2|gemini;qwen
494|af278983-2df5-4e40-8187-c8d0d8702f6b|специальный|353-ФЗ|ФЗ|611||21.12.2013|2|2|gemini;qwen
494|af278983-2df5-4e40-8187-c8d0d8702f6b|специальный|127-ФЗ|ФЗ|2133||26.10.2002|1|2|qwen
494|af278983-2df5-4e40-8187-c8d0d8702f6b|специальный|127-ФЗ|ФЗ|2136||26.10.2002|1|2|qwen
494|af278983-2df5-4e40-8187-c8d0d8702f6b|специальный|353-ФЗ|ФЗ|612||21.12.2013|1|2|qwen
494|af278983-2df5-4e40-8187-c8d0d8702f6b|общий||ГК|333|||1|2|qwen
494|af278983-2df5-4e40-8187-c8d0d8702f6b|общий||ГК|819|||1|2|qwen
494|af278983-2df5-4e40-8187-c8d0d8702f6b|общий||ГК|450|||1|2|qwen
494|af278983-2df5-4e40-8187-c8d0d8702f6b|специальный|353-ФЗ|ФЗ|611|1|21.12.2013|1|2|gemini
