example_id|uid|norm_type|norm_number|act|article|date|occurrence_count|total_files|models
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный||ГК|550||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный||ГК|551||3|5|gpt;perplexity_claude_sonnet;qwen
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный||ГК|554||3|5|gemini;perplexity_claude_sonnet;perplexity_grok
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный||ГК|555||3|5|gemini;perplexity_claude_sonnet;qwen
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|223||2|5|gpt;perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|432||2|5|perplexity_claude_sonnet;qwen
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный||ГК|549||2|5|perplexity_claude_sonnet;qwen
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный||ГК|556||2|5|gemini;perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный||ГК|558||2|5|gemini;perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|166||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|167||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|168||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|177||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|178||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|179||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|209||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|302||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный||ГК|557||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|460||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|461||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный||СК|34||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный||СК|35||1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный|218-ФЗ|ФЗ|8|13.07.2015|1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный|218-ФЗ|ФЗ|29|13.07.2015|1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный|218-ФЗ|ФЗ|62|13.07.2015|1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный|102-ФЗ|ФЗ|37|16.07.1998|1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный|127-ФЗ|ФЗ|213.11|26.10.2002|1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный|127-ФЗ|ФЗ|61.2|26.10.2002|1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный|218-ФЗ|ФЗ|69.1|13.07.2015|1|5|perplexity_claude_sonnet
140|65d513db-c962-44b4-82f5-8a6e63e03b63|специальный|218-ФЗ|ФЗ|56|13.07.2015|1|5|qwen
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|131||1|5|gpt
140|65d513db-c962-44b4-82f5-8a6e63e03b63|общий||ГК|454||1|5|perplexity_grok
