example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
414|9e532edb-0535-4006-817a-8aea89edeb70|общий||ГК|302|||2|2|gemini;qwen
414|9e532edb-0535-4006-817a-8aea89edeb70|специальный|127-ФЗ|ФЗ|612||26.10.2002|2|2|gemini;qwen
414|9e532edb-0535-4006-817a-8aea89edeb70|общий||ГК|209|||1|2|qwen
414|9e532edb-0535-4006-817a-8aea89edeb70|общий||ГК|1741|||1|2|qwen
414|9e532edb-0535-4006-817a-8aea89edeb70|специальный|102-ФЗ|ФЗ|5||16.07.1998|1|2|qwen
414|9e532edb-0535-4006-817a-8aea89edeb70|специальный|218-ФЗ|ФЗ|16||13.07.2015|1|2|qwen
414|9e532edb-0535-4006-817a-8aea89edeb70|специальный|218-ФЗ|ФЗ|21||13.07.2015|1|2|qwen
414|9e532edb-0535-4006-817a-8aea89edeb70|специальный||НК|2171|||1|2|qwen
414|9e532edb-0535-4006-817a-8aea89edeb70|специальный|127-ФЗ|ФЗ|611||26.10.2002|1|2|qwen
414|9e532edb-0535-4006-817a-8aea89edeb70|общий||ГК|8|3||1|2|gemini
414|9e532edb-0535-4006-817a-8aea89edeb70|общий||ГК|549|||1|2|gemini
414|9e532edb-0535-4006-817a-8aea89edeb70|специальный|102-ФЗ|ФЗ|7||16.07.1998|1|2|gemini
