example_id|uid|norm_type|norm_number|act|article|point|date|occurrence_count|total_files|models
355|eed76702-009a-4fce-a628-25e96ebcbe2a|общий||ГК|454|||2|2|gemini;qwen
355|eed76702-009a-4fce-a628-25e96ebcbe2a|общий||ГК|456|1||1|2|qwen
355|eed76702-009a-4fce-a628-25e96ebcbe2a|общий||ГК|460|1||1|2|qwen
355|eed76702-009a-4fce-a628-25e96ebcbe2a|специальный|283-ФЗ|ФЗ|15||03.08.2018|1|2|qwen
355|eed76702-009a-4fce-a628-25e96ebcbe2a|специальный||Таможенный кодекс Евразийского экономического союза|123|1|11.04.2017|1|2|qwen
355|eed76702-009a-4fce-a628-25e96ebcbe2a|специальный|938|ПП||7|12.08.1994|1|2|qwen
355|eed76702-009a-4fce-a628-25e96ebcbe2a|специальный|283-ФЗ|ФЗ|20|1|03.08.2018|1|2|qwen
355|eed76702-009a-4fce-a628-25e96ebcbe2a|общий||ГК|223|||1|2|qwen
355|eed76702-009a-4fce-a628-25e96ebcbe2a|специальный||Таможенный кодекс Евразийского экономического союза|260|3|11.04.2017|1|2|gemini
355|eed76702-009a-4fce-a628-25e96ebcbe2a|специальный|283-ФЗ|ФЗ|14|1|03.08.2018|1|2|gemini
355|eed76702-009a-4fce-a628-25e96ebcbe2a|специальный|89-ФЗ|ФЗ|241|1|24.06.1998|1|2|gemini
355|eed76702-009a-4fce-a628-25e96ebcbe2a|общий||ГК|185|||1|2|gemini
